current_state_errors_S,current_state_errors_R
-107.606896874595,-11.1069832483156
221.388809622952,-28.6291436906605
-602.214295048677,-0.640238078510743
429.833252357911,2.54535281479144
182.315998788836,-43.6409471303143
-557.295804166379,22.9272143143004
-484.001902407987,0.0360322265179859
873.435329448974,-21.8278379834023
-384.194649853991,-2.0974979379457
826.51793391184,-40.0128353247619
-873.845607544701,0.624271664801777
740.632371323209,-16.6859436936354
-587.023334611178,-17.8214230441044
521.15715736111,-3.12429172649331
-596.196340929734,-17.5358868737988
530.774217564613,10.678222823501
-413.604001063147,-14.2574502307823
-55.6831194749371,16.1747693950571
427.55213658567,-32.2709771443345
-367.032654265131,9.38059063551731
462.261190719001,-29.639208510981
-384.516341467702,-2.72174605570724
332.513981631521,-3.36073660981944
59.5987894319929,-22.6592176823307
-121.271206328079,-3.89305303309679
102.982995931519,-13.3212666734837
-95.872009106841,-19.2185390657957
-228.210964868498,27.844779857486
278.837004075707,-39.6447231594141
-289.80356119806,14.217634118255
464.720511041068,-25.0889435255631
-447.254071571638,8.53533447820574
302.518248163421,-16.6680536579748
-209.834718891963,2.02740115231399
77.3054523794124,-36.4804992787054
302.33395984097,6.53440588239683
-243.654600441435,-23.2183282257203
213.763368247132,-3.68463133840655
-255.816457584498,3.7969801212919
216.303188438444,-11.4873673839648
-163.278812114143,-16.1545551318644
-539.278776567025,24.6900347952446
629.533514002954,-30.3583273411647
44.3000444752475,-8.64718648888581
-325.619626200528,-16.8119047394211
552.018111572649,-9.23257136304267
-226.787927961251,-15.2794165889894
-219.459436205302,6.09044860305441
-624.921255730033,9.64690300441067
377.896996875884,0.0623617668692008
701.679671932705,-27.6073389965812
-569.702463687029,-19.5879838602311
436.432926712913,-5.55422104276926
-757.854935404309,-21.9054075586217
972.589697089535,6.85744240359546
-708.019737171931,-27.1058914744318
646.774845143733,9.99595964023925
-530.969098419587,-20.4321499185099
450.681697859997,16.2982225577145
