current_state_errors_S,current_state_errors_R
-168.233692888503,8.47176206756868
-187.844240609345,-17.1682152888915
155.297069329561,13.1425978373935
500.118848084115,-5.96746097610425
-491.37106615853,-13.755173452829
368.670814495842,-0.276343408167781
-685.316761271138,-15.1849460554546
-147.705270272829,26.1715949976158
932.91885472533,-18.6185343189818
-664.936808953071,0.971086836037855
676.137753385213,1.98993670584411
-892.371690474533,-15.7177222733405
882.544339528018,3.63650718801485
-907.839665431324,-12.3396731272639
578.389310861063,7.11635806415263
-570.536287580172,5.73316393716807
744.116720016569,-16.4316042787104
-443.927275454817,22.9694912113522
773.325813162546,-26.6230296031165
-934.144101168912,-2.6875708312355
872.454971410857,-18.0296577080406
-918.416794007468,11.3221779505458
874.739534604196,-12.3188632496323
-616.881317489419,7.50271965275944
574.963624944713,-7.64949163939516
-686.152967653864,-4.97841752546947
675.571608922443,-8.86908777454343
-901.309323495966,2.76784764169159
810.655370753001,-4.93479808132585
-758.35425661096,0.0114625726913131
320.56729877591,25.4618532468073
353.369165949992,-27.1585595820555
-597.568767771376,19.5526895941412
617.399655543929,-9.52267860697235
-633.839372500529,-1.34826760196923
916.571948313332,-10.816118591804
-812.615751954648,-7.37443835390237
760.873798949798,6.79792409972382
-419.43144437278,-7.88541948472939
371.735499698293,-19.0587436522492
-404.070734511647,-0.78657543124682
405.960245688907,10.7644925011674
-545.661994775749,-17.9120190124867
226.795292408606,12.1432431310112
168.653302735252,-3.92688571259242
-230.268230130591,-14.0008947109638
191.005573282914,-2.30865045453341
-282.104925610115,3.51410150262427
616.264185487354,-4.49098307796731
-407.346834014728,-17.0662286045358
260.544600730907,-12.4731629118666
-182.914523816202,2.34074406513258
237.934388843461,-6.87529083596902
-434.862200472218,-6.45493730507441
544.262549692513,6.08326054132515
-65.9386447583734,-20.1228858209066
5.41762066820407,-7.75817967686574
-337.906445265814,-22.7505959003513
109.841916440542,19.7800926506008
