current_state_errors_S,current_state_errors_R
-424.059581777451,-24.2647369293527
-842.0550574307,31.6827733218208
486.120904416436,0.605537534192009
-105.847361510866,0.821744597961877
967.328493743876,-38.4652198034624
-765.392180371058,7.22015311274247
755.877090066963,-15.823919617175
-688.4320534372,-0.842899831837217
690.171089101366,-2.88298691057174
-650.934240460113,-19.4198347099216
610.553175822317,21.4880349080889
-395.133913045797,-28.6118711424594
390.809658566646,1.94190155362177
-403.990947908475,-0.100042361853305
316.053122829047,15.1592458550409
-68.4338874651007,-18.6896827669995
105.6190601353,-1.13499134582337
-115.54481575739,-15.9460354938396
100.639762033039,-1.77728296217793
-85.7884797729434,14.0364953447104
-668.664162095633,5.66116024405369
758.930773302835,-6.11341339594908
-207.850674935747,-22.2349502345948
267.31109925298,2.28632807375024
-291.924756794625,-6.64228827267605
277.577294743667,-14.2009718873375
-262.509589590925,-2.45058385686629
-124.64324041103,15.741874592678
271.967721177731,-10.6331494900515
-35.0823171387643,-19.316030983055
-34.6300325202918,15.7063552386303
-115.163972604951,-1.38693801763122
350.97961081601,-10.3001479416655
-192.329562155227,-9.30178934095689
155.064285736818,-17.876780921726
-148.278690535711,6.47547951350387
138.013191075575,-16.9428814732765
-158.090273196713,-9.31361264402068
169.656209866577,7.59333292797972
-134.420483482271,2.4229852544501
59.901690715095,-6.81869788003332
-238.002393039595,-7.57136874042561
538.260593409054,-9.55415212236215
-972.774229071613,18.8426851187512
901.604667134999,-9.86163347282766
-645.044002273037,-29.66879058658
618.929808558001,2.18718291442277
-439.783918625728,-7.72305944046649
313.669504644944,6.49318165079891
-74.9616911042935,-0.46347108506239
144.581001151569,-12.2224549969964
-31.8453605051218,-8.82776716505458
-19.0875287439201,10.2182302319454
-7.35590836225901,-8.12846666927911
-25.1246931010462,-8.98693708868826
-151.248773941186,21.05879251988
252.146508446122,-21.374144616999
-241.762250655204,-12.8984695119035
-420.025262100891,28.9246011999126
