date,mean,sd,bcparam1,bcparam2
1995-05-11,3.62015611014432,0.113610731552878,0.115446506607507,0
1995-05-12,99.2519651353487,10.5553132222783,1.85078082614782,0
1995-05-13,0.524145953813013,0.201195356528163,0.701971981640387,0
1995-05-14,-1.41870662830345,0.315285748008647,0.31086923568065,0
1995-05-15,-5.18908074412024,0.426488654921107,-0.333843989504426,0
1995-05-16,-5.09943710405906,0.695491261869363,0.129125293019281,0
1995-05-17,0.485676838090114,4.5963686888762e-05,-2.05649323294388,0
1995-05-18,-2.13992886038936,0.356429598554026,0.265569519840385,0
1995-05-19,-1.57533111829579,0.577476031651758,0.153488936506158,0
1995-05-20,-4.9615645101084,0.653148816763882,0.111504990625709,0
1995-05-21,0.749040240411678,0.00145664474369853,-1.31010871223319,0
1995-05-22,3.12574615364109,0.0459761263875559,0.0144188698789378,0
1995-05-23,0.271691760655885,5.94485585158673e-08,-3.68063259317862,0
1995-05-24,0.327041446731698,0.0272760403867963,-2.07325930823485,0
1995-05-25,-6.75532338203091,0.787808972303106,-0.49598310320434,0
1995-05-26,-0.715416622015964,0.00230424637657145,1.37313173767022,0
1995-05-27,-4.5358290924818,0.643486443485329,0.146741744825661,0
1995-05-28,1.33975204234719,0.0632291714349967,-0.239802006577019,0
1995-05-29,-1.64708033647482,0.399887112182089,0.275744316149073,0
1995-05-30,-2.70789868798345,0.59669828596594,0.175301992217197,0
1995-05-31,-5.38899020750359,0.723260456609099,0.110915568510428,0
1995-06-01,0.467524289938139,0.00103069179406218,-2.07299558752737,0
1995-06-02,0.182939282793745,0.0413772806149635,-1.04134140248051,0
1995-06-03,-1.32824295020033,0.238247142967455,0.240134251221089,0
1995-06-04,-2.6214779693834,0.498232182672627,0.269314579960511,1.40764161462563e-06
1995-06-05,6.71905413357454,1.05867035097486,1.15729517133365,0
1995-06-06,31482.0930671508,4585.45958845551,3.24914837255049,0
1995-06-07,20.1036131360781,1.17790063452338,1.01668350696663,0
1995-06-08,1754936.2812678,180916.00390105,4.99994431585175,0
1995-06-09,14.4362595518723,1.7254326196267,1.569679189814,0
1995-06-10,-2.5798119849792,0.525331367298118,0.269134819173583,1.56878390770562e-06
1995-06-11,-15.4059978794145,1.25534537650129,-0.420761668679497,0
1995-06-12,-7.64638628474612,3.36959818485657,0.0131643851011172,1.87940989012527e-06
1995-06-13,-2.2086760453692,0.336915988075941,0.0857908744291253,0
1995-06-14,-2.18971415160427,0.745741994831033,0.0305229206278053,0
1995-06-15,0,0,1,1
1995-06-16,-4.4230627153216,0.391609288841785,0.175158661014792,0
1995-06-17,-5.19798651256002,0.808208639087452,0.103488767947898,0
1995-06-18,0,0,1,1
1995-06-19,0.190303433265966,0.000502726445079037,-4.99994431585175,0
1995-06-20,0.710774518140693,0.00496687051999041,-1.22354851621267,0
1995-06-21,-1.96875331178164,0.624967700853265,0.108107755955913,0
1995-06-22,4.22591316884732,0.465383603072702,2.12862049323398,0
1995-06-23,2.93381724312692,0.0573676914992574,0.00358351412650449,0
1995-06-24,-1.21889318776066,0.17032411553367,0.269497274489748,0
1995-06-25,1.5303637673128,0.0087616147428279,-0.501125088195901,0
1995-06-26,1.14312185869737,0.124178785806426,0.609302148552551,0
1995-06-27,-1.7829524927325,0.0694629123991284,0.292247485171476,0
1995-06-28,-1.68291953559673,0.163450176636913,0.328083276194397,0
1995-06-29,-1.40722443275699,0.100214701011587,0.603654127592857,0
1995-06-30,0,0,1,1
1995-07-01,-5.23655275388268,0.650084973084523,0.121649849155553,0
1995-07-02,-20.0890107634335,11.8159374124415,-0.0987494969740397,6.38206926623713e-07
1995-07-03,0,0,1,1
1995-07-04,0,0,1,1
1995-07-05,4.37289616599344,0.177281088440996,0.353497351406921,0
1995-07-06,4.03715221806572,0.154221474622886,0.694745708656781,0
1995-07-07,22.0287536473572,0.804635787512101,1.96310751223885,0
1995-07-08,22.250099763759,1.13220774401517,0.916568725078957,0
1995-07-09,1597.05634788244,393.711342682416,4.16066045787919,0
1995-07-10,1.18889217460837,0.153139399963237,0.0425800879710269,0
1995-07-11,4.61380959148507,0.121001283900322,0.368100653883118,0
1995-07-12,1.66849193097939,0.0377930334157989,-0.405688464334781,0
1995-07-13,0.517043599613966,0.155378002719089,0.877676168162618,0
1995-07-14,0.200002190814105,7.88643500942937e-10,-4.99994431585175,0
1995-07-15,1333.86771379737,163.914998534584,3.20415450090208,0
1995-07-16,-1.11379318122056,0.0484303154886108,0.751501289823055,0
1995-07-17,-0.0755442488211623,0.0229479470689364,1.35676268744304,0
1995-07-18,-1.06790333049765,0.058411507483765,0.814127124132735,1.62878088273451e-06
1995-07-19,0.249516480330726,1.06918113783969e-08,-4.0077498647941,0
1995-07-20,62.9381865013846,5.14602973662188,1.46115639360426,0
1995-07-21,1.43658030508582,0.0775358276740569,-0.181881760406735,0
1995-07-22,-1.47189315034287,0.0807919155385207,0.58210345107061,1.34883468576354e-06
1995-07-23,-5.86854780073972,0.841364712468119,0.0947376537871525,0
1995-07-24,0.417235503070795,1.11128662128063e-05,-2.39625465857187,0
1995-07-25,5.33896285764928,0.86620554597589,0.989982949673649,0
1995-07-26,11.8158449483036,0.714712720116485,1.00459158959401,0
1995-07-27,1.04349077460996,0.167609541072389,0.224829605433298,0
1995-07-28,6.97828502503213,0.357608021754085,0.76295212964388,0
1995-07-29,14.2348098991416,0.566295864299793,0.646679511818299,0
1995-07-30,0.958748859160064,0.202752638506239,0.00805665535854512,0
1995-07-31,-0.520780019517036,0.240317810956489,-0.307838856593549,0
1995-08-01,-1.80672067681125,0.148143979780464,0.153262737381613,0
1995-08-02,-1.39506611914688,0.39501351456431,0.288595454679421,0
1995-08-03,-4.56846639563073,0.161909051212994,0.0186870971682064,0
1995-08-04,-6.63103589811062,1.32018852242405,0.0276699630928364,0
1995-08-05,-4.18003112294431,0.659734064825188,0.11730442292563,0
1995-08-06,0,0,1,1
1995-08-07,0,0,1,1
1995-08-08,1.04101887924266,0.00689045530095914,-0.873585758939782,0
1995-08-09,0.709610242360371,0.00349497548361333,-1.34239855493676,0
1995-08-10,3.05506247226346,0.448736394778131,1.14477646911329,0
1995-08-11,2.64377578654789,0.301375693843355,1.08709760591173,0
1995-08-12,343.05550666851,44.4170426901291,1.86024750467903,0
1995-08-13,0.219538407819822,0.20788342912379,0.107909696760001,0
1995-08-14,-4.9828101506776,0.643269804390028,0.137526600633741,0
1995-08-15,-2.05225385423914,0.688795788151902,0.0686416094883821,0
1995-08-16,0.171122361869578,0.284713638815354,-0.341665111878861,0
1995-08-17,9.22613269402245,1.21601516810614,1.07842632271132,0
1995-08-18,0,0,1,1
1995-08-19,1.11732278754955,0.00479737360032689,-0.800078163797568,0
1995-08-20,-2.90679489401036,0.481129788655169,0.21206835231563,0
1995-08-21,1.09615754624911,0.108048619102989,0.250294011658142,0
1995-08-22,2.17588906172377,0.161092554067277,0.459560938543182,0
1995-08-23,0.676046335253891,0.00498025620457992,-1.38429016194077,0
1995-08-24,6.3415453549896,0.311909313330334,0.743201705516878,0
1995-08-25,1619.44269761273,266.778532619118,3.25805934779466,0
1995-08-26,2.1741646391972,0.102393307529314,0.589984556632998,0
1995-08-27,-5.04022129607293,1.36134828364126,0.107568550770234,6.27469687732735e-07
1995-08-28,0,0,1,1
1995-08-29,0.488397291368278,0.00245039129711636,-1.93437711146543,0
1995-08-30,-3.63528633530231,0.412489434121777,0.168246454202391,0
1995-08-31,-5.43975927055813,0.76541840231868,0.0924107193236655,0
1995-09-01,-2.97470208082284,0.813932734263276,-0.209899754231989,0
1995-09-02,11.2549976838754,1.01279535790117,1.08197796972998,0
1995-09-03,0.278682415734442,2.01593908016968e-06,-3.58800095595343,0
1995-09-04,1.80390415399475,0.121278527242969,-0.216609366506709,0
1995-09-05,1.41710468191475,0.0868234304132482,1.82378835416002,0
1995-09-06,1506737.00756097,124766.595914548,4.90641323385803,0
1995-09-07,-1.20146494271545,0.160539121057709,0.401770702429913,0
1995-09-08,-3.64445679607476,0.53608439862649,0.170706925677199,0
1995-09-09,0.510243874667639,0.0845101806334944,0.369308130449982,0
1995-09-10,0,0,1,1
1995-09-11,-3.10545145004792,0.786248788045229,0.19383840549896,2.63600934499563e-06
1995-09-12,2.21083262019523,0.0288840861689804,-0.239269634836824,0
1995-09-13,-1.32107403774473,0.169808354166855,0.229787742367498,0
1995-09-14,2.12644066242067,0.338075141366196,2.31794226112658,0
1995-09-15,-1.37203032314475,0.253917906373178,0.156310439461476,0
1995-09-16,0,0,1,1
1995-09-17,-6.92344572631514,3.1304105346124,0.0213857516101882,1.96909587225393e-06
1995-09-18,0.854272183090691,0.0715458221360571,-0.454016183227215,0
1995-09-19,1.57378138744597,0.0382573504748643,-0.314134475539012,0
1995-09-20,-1.34523697573676,0.0552078779948824,0.4171282158876,0
1995-09-21,-3.01678820860768,0.26268659930978,0.244534340090823,0
1995-09-22,0,0,1,1
1995-09-23,0,0,1,1
1995-09-24,0,0,1,1
1995-09-25,0,0,1,1
1995-09-26,-11.2684046886607,5.58182268785408,-0.0296119177648338,6.09324717734434e-07
1995-09-27,-0.569545049282028,0.0142387640092553,1.48070065396675,0
1995-09-28,0,0,1,1
1995-09-29,0,0,1,1
1995-09-30,0,0,1,1
1995-10-01,0,0,1,1
1995-10-02,0,0,1,1
1995-10-03,0,0,1,1
1995-10-04,1.50829229440386,0.0652812096911385,-0.162605377106333,0
1995-10-05,1.73472057938599,0.124060025883562,0.838371281498125,0
1995-10-06,-0.247300838238981,0.128379678952339,-0.749487210121565,0
1995-10-07,0,0,1,1
1995-10-08,-4.8537120186727,0.347732359111359,-0.304552872204814,0
1995-10-09,-0.3100890211557,0.180867518912663,0.942997157035407,0
1995-10-10,2.03405527789385,0.224164203402698,0.313382663015774,0
1995-10-11,9.17695061358756,1.24096213807096,1.10244225486907,0
1995-10-12,-1.60744454895807,0.257288628533829,0.309760279688022,0
1995-10-13,0,0,1,1
1995-10-14,0,0,1,1
1995-10-15,0,0,1,1
1995-10-16,-0.224290513639448,0.245549478692076,0.236346936898037,0
1995-10-17,43.6227895975689,0.813415327547839,1.07609428560954,0
1995-10-18,14.2372570547913,0.437457557075456,0.843784340738965,0
1995-10-19,-3.00176876743261,0.387732059676464,0.187003931885217,0
1995-10-20,0,0,1,1
1995-10-21,0,0,1,1
1995-10-22,0,0,1,1
1995-10-23,0,0,1,1
1995-10-24,0,0,1,1
1995-10-25,0,0,1,1
1995-10-26,0,0,1,1
1995-10-27,0,0,1,1
1995-10-28,0,0,1,1
1995-10-29,-9.28683861423953,2.41032475348326,-1.07608981488779,0
1995-10-30,0.706977622740984,0.00136540438694846,-1.37874836615175,0
1995-10-31,3.18791493140314,0.35626007803703,0.43630300327099,0
1995-11-01,0.783157624421684,0.00548246694947006,-1.16257827657731,0
1995-11-02,-1.05169532910593,0.0328003048135686,0.788943636016808,0
1995-11-03,-13.5933695113047,9.3653315810445,-0.090946305217844,5.55018784519646e-06
1995-11-04,0,0,1,1
1995-11-05,0,0,1,1
1995-11-06,0.407079525082239,0.0240474582282404,-1.79651576680147,0
1995-11-07,2.28823433696264,0.0566030578659706,0.00748365748906722,0
1995-11-08,12.8078748160488,1.18140649621592,1.08774655136206,0
1995-11-09,-3.53612466938569,0.349798353979783,-0.690640872353653,0
1995-11-10,-2.69565577433515,0.128947409196869,0.0686396090774812,0
1995-11-11,-10.2333132589131,4.64691391854987,-0.0168498567263892,6.02925034090205e-07
1995-11-12,0,0,1,1
1995-11-13,0,0,1,1
1995-11-14,0,0,1,1
1995-11-15,0,0,1,1
1995-11-16,0,0,1,1
1995-11-17,0,0,1,1
1995-11-18,0,0,1,1
1995-11-19,0,0,1,1
1995-11-20,0,0,1,1
1995-11-21,0,0,1,1
1995-11-22,0,0,1,1
1995-11-23,0,0,1,1
1995-11-24,1.13548038355671,0.323427437039903,0.472642942994314,0
1995-11-25,-0.347069648690136,0.160374595645772,0.385127894677849,0
1995-11-26,1.23051949022824,0.435728479209984,0.422191059443806,0
1995-11-27,0.673231421378307,0.00288204524204798,-1.41453777044705,0
1995-11-28,0,0,1,1
1995-11-29,-1.90126873661556,0.508413910058903,0.113158659213863,0
1995-11-30,0.249964154150102,0.0395145693896112,-1.6989020733255,0
1995-12-01,-0.823842275335741,0.00465950777780471,1.17727661626483,0
1995-12-02,0,0,1,1
1995-12-03,-6.09472436298051,0.711326040945813,0.092006083494797,0
1995-12-04,0,0,1,1
1995-12-05,0,0,1,1
1995-12-06,0,0,1,1
1995-12-07,0,0,1,1
1995-12-08,-2.57449842833603,0.0916351884623845,0.292200320526585,0
1995-12-09,0,0,1,1
1995-12-10,0,0,1,1
1995-12-11,0,0,1,1
1995-12-12,0,0,1,1
1995-12-13,-3.71190316468728,0.447296299312797,0.200016416829461,0
1995-12-14,-0.428693857041019,0.29597630610581,0.181623578330108,0
1995-12-15,-0.0583368380567135,0.181899941062701,-0.382490834509072,0
1995-12-16,0.769776039520721,0.28565412373412,0.189652637672429,0
1995-12-17,0,0,1,1
1995-12-18,-5.18810963849282,0.88262311741029,0.0990092105376263,0
1995-12-19,0.427652828732003,0.216021191302317,-0.154236429628927,0
1995-12-20,2.59946342903327,0.296450429777681,0.869351789332966,0
1995-12-21,-0.579272286248384,0.0471509374230967,0.728409633789311,0
1995-12-22,0,0,1,1
1995-12-23,0,0,1,1
1995-12-24,6.01044468774572,0.867344954261062,0.204742632295181,0
1995-12-25,-1.67876004139626,0.572092981193921,0.00978930905894821,0
1995-12-26,0,0,1,1
1995-12-27,0,0,1,1
1995-12-28,248.740051138367,25.9483491088335,2.06999915579923,0
1995-12-29,0,0,1,1
1995-12-30,0,0,1,1
1995-12-31,0,0,1,1
1996-01-01,0,0,1,1
1996-01-02,0,0,1,1
1996-01-03,0,0,1,1
1996-01-04,0,0,1,1
1996-01-05,0,0,1,1
1996-01-06,0,0,1,1
1996-01-07,0,0,1,1
1996-01-08,0,0,1,1
1996-01-09,0,0,1,1
1996-01-10,0,0,1,1
1996-01-11,0,0,1,1
1996-01-12,0,0,1,1
1996-01-13,0,0,1,1
1996-01-14,0,0,1,1
1996-01-15,0,0,1,1
1996-01-16,0,0,1,1
1996-01-17,0,0,1,1
1996-01-18,0,0,1,1
1996-01-19,0,0,1,1
1996-01-20,0,0,1,1
1996-01-21,0,0,1,1
1996-01-22,0,0,1,1
1996-01-23,0,0,1,1
1996-01-24,-0.474325343938687,0.220180893179905,0.00510808296414439,0
1996-01-25,0,0,1,1
1996-01-26,0,0,1,1
1996-01-27,0,0,1,1
1996-01-28,0,0,1,1
1996-01-29,0.985621953015154,0.0180367956377344,-0.80134362630964,0
1996-01-30,-0.538142715481066,0.00057916279733405,1.85044595158011,0
1996-01-31,0,0,1,1
1996-02-01,0,0,1,1
1996-02-02,0,0,1,1
1996-02-03,0,0,1,1
1996-02-04,0,0,1,1
1996-02-05,0,0,1,1
1996-02-06,-1.88594465981953,0.0287259731219104,0.476090648849685,0
1996-02-07,-7.07806243552537,0.362336875675245,-0.159386214998476,0
1996-02-08,0,0,1,1
1996-02-09,0,0,1,1
1996-02-10,0,0,1,1
1996-02-11,0,0,1,1
1996-02-12,0,0,1,1
1996-02-13,0,0,1,1
1996-02-14,0,0,1,1
1996-02-15,0,0,1,1
1996-02-16,0,0,1,1
1996-02-17,0,0,1,1
1996-02-18,0,0,1,1
1996-02-19,0,0,1,1
1996-02-20,0,0,1,1
1996-02-21,-2.23229489866895,0.299862122547226,0.0903130584788446,0
1996-02-22,0,0,1,1
1996-02-23,0,0,1,1
1996-02-24,0,0,1,1
1996-02-25,0,0,1,1
1996-02-26,0,0,1,1
1996-02-27,0,0,1,1
1996-02-28,0,0,1,1
1996-02-29,0,0,1,1
1996-03-01,0,0,1,1
1996-03-02,0,0,1,1
1996-03-03,-4.37040460356795,0.814606971797864,0.125704326520355,0
1996-03-04,-4.33085233097523,0.378535413256812,0.181648138479583,0
1996-03-05,0,0,1,1
1996-03-06,0,0,1,1
1996-03-07,0,0,1,1
1996-03-08,0,0,1,1
1996-03-09,-1.14632396350064,0.00871566494577162,0.829236912133782,0
1996-03-10,-6.99390197806081,0.723508111367927,-0.146484269910929,0
1996-03-11,0,0,1,1
1996-03-12,0,0,1,1
1996-03-13,0,0,1,1
1996-03-14,0.601705288002774,0.00336098844896738,-1.54609263636523,0
1996-03-15,-0.476467272667919,0.286421254669093,0.0231978578754958,0
1996-03-16,0.201306151968572,0.0699161029611111,-0.229570074141099,0
1996-03-17,0,0,1,1
1996-03-18,0,0,1,1
1996-03-19,0,0,1,1
1996-03-20,0,0,1,1
1996-03-21,0,0,1,1
1996-03-22,0.830082622655649,0.234809859017587,0.388438344807075,0
1996-03-23,-5.29045001877975,0.388921283280773,-0.34688381901054,0
1996-03-24,0,0,1,1
1996-03-25,0,0,1,1
1996-03-26,0,0,1,1
1996-03-27,-4.0943891496248,0.285038643976625,0.201210546686965,0
1996-03-28,0.884615555402664,0.0421823026838326,-0.493033628630265,0
1996-03-29,0,0,1,1
1996-03-30,0,0,1,1
1996-03-31,0,0,1,1
1996-04-01,0,0,1,1
1996-04-02,0,0,1,1
1996-04-03,-3.87414454642074,0.885044344006682,0.151904802306494,1.63412944700733e-06
1996-04-04,-2.83690262926818,0.84512169778287,0.0893929719426857,0
1996-04-05,0,0,1,1
1996-04-06,0,0,1,1
1996-04-07,0,0,1,1
1996-04-08,0,0,1,1
1996-04-09,0,0,1,1
1996-04-10,-5.16791622914211,2.80025871757468,0.0447406916301108,8.45454643368104e-06
1996-04-11,1.12051351857433,0.00984007981258441,-0.6961945467754,0
1996-04-12,0.501817986689236,0.0207139165873194,-1.42303564347534,0
1996-04-13,-12.5786717015522,6.67820843868631,-0.0535891826539902,1.1357322665888e-06
1996-04-14,0,0,1,1
1996-04-15,0,0,1,1
1996-04-16,0,0,1,1
1996-04-17,0,0,1,1
1996-04-18,0,0,1,1
1996-04-19,2.80760896293445,0.0329293690241124,-0.161901388849336,0
1996-04-20,1.74263470401944,0.381298405982228,1.30598403634479,0
1996-04-21,0,0,1,1
1996-04-22,0.428414559500339,0.262336182122621,0.279752468453931,0
1996-04-23,-2.33646298788332,0.154148162552836,-0.0561750778340304,0
1996-04-24,-2.23296037554209,0.830659507585618,0.0322554411996995,0
1996-04-25,-1.84493249594509,0.0667069333408214,0.268367421846092,0
1996-04-26,-2.04147813982429,0.207446400637056,0.31875081198255,0
1996-04-27,0,0,1,1
1996-04-28,0,0,1,1
1996-04-29,0,0,1,1
1996-04-30,0,0,1,1
1996-05-01,0,0,1,1
1996-05-02,0,0,1,1
1996-05-03,0,0,1,1
1996-05-04,6.43429174858562,0.320939089569652,0.671988898311326,0
1996-05-05,-1.96814431885474,0.172591800486728,0.0114446839359909,0
1996-05-06,-6.09400144607858,0.936125138374378,0.0826014583690867,0
1996-05-07,0,0,1,1
1996-05-08,0.865372288387922,0.000618027066356872,-1.12841664092361,0
1996-05-09,2.76527010561746,0.107974931913422,0.168062975429224,0
1996-05-10,5.96099754598807,1.02124973058471,1.35261546202944,0
1996-05-11,-1.66761288829963,0.0404884349731989,0.434221224920309,0
1996-05-12,-2.24157790513445,0.686956916313683,0.0306341320179285,0
1996-05-13,0,0,1,1
1996-05-14,-4.5133588168886,0.84260019124348,0.108129168252469,0
1996-05-15,-1.81487211530657,0.101486307201371,0.0910597027948829,0
1996-05-16,0.26822820266258,0.190984417206329,0.336877889896002,0
1996-05-17,0.505279781686842,0.0412639438859237,0.0381224391355418,0
1996-05-18,0,0,1,1
1996-05-19,-3.85114104685456,0.414956094549061,0.18675029231331,0
1996-05-20,0,0,1,1
1996-05-21,0,0,1,1
1996-05-22,0,0,1,1
1996-05-23,0,0,1,1
1996-05-24,0,0,1,1
1996-05-25,0,0,1,1
1996-05-26,0,0,1,1
1996-05-27,0,0,1,1
1996-05-28,0,0,1,1
1996-05-29,0,0,1,1
1996-05-30,4.08562908438919,0.671594613089926,0.754070725529287,0
1996-05-31,0.31250662320827,3.26553709083833e-07,-3.19990957468876,0
1996-06-01,-0.504506063923973,0.0682140803220791,0.689774909549925,0
1996-06-02,-0.730254413549448,0.0429134026639767,1.15552261596687,0
1996-06-03,-1.35909072968087,0.535499239535782,0.158234078571728,0
1996-06-04,-1.98652378861606,0.267683682925802,0.192953072528938,0
1996-06-05,0,0,1,1
1996-06-06,0,0,1,1
1996-06-07,0,0,1,1
1996-06-08,-5.06341964535184,0.615187903528488,0.133149540738766,0
1996-06-09,3.99822463801836,0.280694661903101,0.416407815028445,0
1996-06-10,-0.556670597985102,0.109898620821571,-2.84080433492653,0
1996-06-11,-1.7296906125906,0.492013534020643,0.266097373112262,0
1996-06-12,2.26100605717439,0.306818815408421,0.61119371893315,0
1996-06-13,-1.38631612837947,0.476448053080642,0.287380466953825,0
1996-06-14,-2.20272951976117,0.0570061950069923,0.298941719032362,0
1996-06-15,8910.33231158579,815.465698762903,2.92738841316477,0
1996-06-16,1.23227964577976,0.065232262775348,-0.16558876632887,0
1996-06-17,27.2528536222175,1.07743055384528,1.03889211387577,0
1996-06-18,3.73403708674285,0.112400145782267,0.100178506688048,0
1996-06-19,2.78718981510393,0.0847984829033974,0.0303698706708096,0
1996-06-20,37.7207017417489,1.53868896582901,0.964035395065567,0
1996-06-21,13.5872341652298,1.45805131172991,1.23150652137612,0
1996-06-22,0.200997453580282,0.0789211520207212,3.599028326342,0
1996-06-23,0.955139714311839,0.0338596853086302,-0.715376941606487,0
1996-06-24,-2.83066589014098,0.689720391924425,0.121345710901321,0
1996-06-25,-1.90839833152075,0.48837939917221,0.10129129417282,0
1996-06-26,0.482827379716599,0.000248413647778554,-2.06200535408364,0
1996-06-27,0.360547348124881,1.64952628496857e-06,-2.77340554500371,0
1996-06-28,0.318369814004893,0.000159391187108883,-3.12953384937162,0
1996-06-29,122.756551807757,12.5134688849603,1.47033693371954,0
1996-06-30,3.20637037586415,0.128880628534657,0.213983554424729,0
1996-07-01,0.905323762499398,0.132336911010202,0.29337772871675,0
1996-07-02,1.00718408455571,0.00153057985814105,-0.964780685921075,0
1996-07-03,0.229948637240491,1.00541852198883e-07,-4.34877500231607,0
1996-07-04,1.13731164975316,0.132681315931009,0.136618275167827,0
1996-07-05,-0.938156055408276,0.327105227226186,0.00616163312650231,0
1996-07-06,-2.98964453769435,0.179766178390275,-0.123926186513332,0
1996-07-07,0.722179563627951,0.000958585375199072,-1.3559665333708,0
1996-07-08,2.83098227756705,0.109942589388994,0.569539758094395,0
1996-07-09,-1.87966870597093,0.20954784699793,0.228473068994473,0
1996-07-10,-2.25999793983536,0.963637217214266,-0.0427683997478439,0
1996-07-11,-3.63553282369419,0.79425704473107,0.0756114650990296,0
1996-07-12,1.61360443665012,0.20748094576075,0.19415925227532,0
1996-07-13,0.216804981300534,0.165383742036237,-0.241667608040447,0
1996-07-14,0,0,1,1
1996-07-15,1.44563716548085,0.00719007426880902,-0.564329200978398,0
1996-07-16,1.28582068132649,0.0265704128696878,-0.53747642076711,0
1996-07-17,0.546406570646925,0.000283883733542949,-1.82230711702015,0
1996-07-18,29.0781614906302,2.81458834924057,1.39818952884978,0
1996-07-19,0.686081357340206,0.063725286042169,-0.032385175977464,0
1996-07-20,-1.12913139571072,0.212264130443267,0.315293364536407,0
1996-07-21,1.24528267999823,0.00786075073967192,-0.713378324722267,0
1996-07-22,11.5285433273357,0.848408475811253,1.00331604024445,0
1996-07-23,0.569110045300116,0.000461666459031916,-1.73833527097976,0
1996-07-24,26.4659153604744,2.60866979283476,1.55975758326707,0
1996-07-25,-0.924298387484637,0.139241372607317,0.443224515518145,0
1996-07-26,-3.57540594932107,0.870717440828692,0.159428561237298,2.24848751756497e-06
1996-07-27,11.3155678560657,0.609030817668105,0.825719332557392,0
1996-07-28,0.359829881704588,0.000235004403057815,-2.75438281322366,0
1996-07-29,3.17104850598349,0.08873184403254,-0.032748037484922,0
1996-07-30,1.49480325965061,0.0145085590849729,-0.518163414327535,0
1996-07-31,22.9497192188784,3.81671396050289,2.06335212519224,0
1996-08-01,2.81753080105034,0.088014012299254,0.148078477346042,0
1996-08-02,9.64215561552309,0.917559968004777,0.938068133802327,0
1996-08-03,1.43325484389778,0.0103573253087365,-0.52536937328542,0
1996-08-04,1.10440445623568,0.0319997557493095,-0.306725351252476,0
1996-08-05,1.18765249250219,0.00668282868222293,-0.705145107132186,0
1996-08-06,0.950752616317255,0.028281655001779,-0.461411504128104,0
1996-08-07,0.467648608713579,0.149868037787162,0.877786572803704,0
1996-08-08,-1.96293107852574,0.607574216741043,0.136138289034767,0
1996-08-09,-7.66221851252709,2.48767154519462,-0.814307387337711,0
1996-08-10,62031.8428501257,10063.6609602848,3.97543341782535,0
1996-08-11,-0.595242256240642,0.254338039255352,-0.40754475171233,0
1996-08-12,6.12333877657907,0.217757081814785,0.316874480263435,0
1996-08-13,1.35743142679699,0.035276044661986,-0.254634190126689,0
1996-08-14,0.725809361544939,0.00736648738325935,-1.2681052517119,0
1996-08-15,-2.66465253999079,0.364492683266423,-0.683173649101226,0
1996-08-16,0.868247159493089,0.243184606402103,1.5285694135125,0
1996-08-17,-2.75531717614567,0.168447994905532,0.293693047521665,0
1996-08-18,0,0,1,1
1996-08-19,0,0,1,1
1996-08-20,51.6335543816532,2.14552933268758,1.22673725241213,0
1996-08-21,0.183179172318195,0.090167864923244,0.580221388040381,0
1996-08-22,-0.652004296784725,0.262761460379834,-0.0849351215766288,0
1996-08-23,3.78335938059617,0.326152045262642,0.637918472486032,0
1996-08-24,23.2333467413703,2.56504911696718,1.31243636911812,0
1996-08-25,-2.24333031803094,0.459578466068662,0.00275761780410143,0
